topo,guest,T,n_frames,diff,family
shp,trimethoprim,1200,400,2.6608975589448605,Pharmaceutical
shp,trimethoprim,1500,400,0.2095065967418392,Pharmaceutical
sqc,17-alpha-ethinylestradiol,300,1200,0.9719933901715194,Pharmaceutical
sqc,17-alpha-ethinylestradiol,600,400,-0.6272020203716053,Pharmaceutical
sqc,17-alpha-ethinylestradiol,900,400,-0.1528989648562344,Pharmaceutical
sqc,17-alpha-ethinylestradiol,1200,400,1.6135465527783026,Pharmaceutical
sqc,17-alpha-ethinylestradiol,1500,400,-0.1891376384075762,Pharmaceutical
sqc,17-beta-estradiol,300,1200,0.9208325406436906,Pharmaceutical
sqc,17-beta-estradiol,600,400,-1.389764114929669,Pharmaceutical
sqc,17-beta-estradiol,900,400,-0.0897024829875725,Pharmaceutical
sqc,17-beta-estradiol,1200,400,1.6509586692407865,Pharmaceutical
sqc,17-beta-estradiol,1500,400,2.091940970340346,Pharmaceutical
sqc,acetaminophen,300,1200,-1.290297584009771,Pharmaceutical
sqc,acetaminophen,600,400,2.3599942035055186,Pharmaceutical
sqc,acetaminophen,900,400,1.0989385620648413,Pharmaceutical
sqc,acetaminophen,1200,400,-0.1728725921772529,Pharmaceutical
sqc,acetaminophen,1500,400,-6.87688288557305,Pharmaceutical
sqc,atenolol,300,1200,-4.981647318149804,Pharmaceutical
sqc,atenolol,600,400,-1.75028714796116,Pharmaceutical
sqc,atenolol,900,400,1.066835176045991,Pharmaceutical
sqc,atenolol,1200,400,4.251715717580694,Pharmaceutical
sqc,atenolol,1500,400,4.454376185739768,Pharmaceutical
sqc,benzafibrate,300,1200,-1.027164025517635,Pharmaceutical
sqc,benzafibrate,600,400,-0.8632208934750096,Pharmaceutical
sqc,benzafibrate,900,400,-0.0923129225095422,Pharmaceutical
sqc,benzafibrate,1200,400,-4.50137664726384,Pharmaceutical
sqc,benzafibrate,1500,400,-10.828441984112388,Pharmaceutical
sqc,carbamazepine,300,1200,-0.2347387537780072,Pharmaceutical
sqc,carbamazepine,600,400,-0.929818476749464,Pharmaceutical
sqc,carbamazepine,900,400,0.4625686279734715,Pharmaceutical
sqc,carbamazepine,1200,400,1.2481289457590492,Pharmaceutical
sqc,carbamazepine,1500,400,0.5406559101047037,Pharmaceutical
sqc,ciprofloxacin,300,1200,-1.8486241617411,Pharmaceutical
sqc,ciprofloxacin,600,400,0.018273076582453,Pharmaceutical
sqc,ciprofloxacin,900,400,-0.2967743428641469,Pharmaceutical
sqc,ciprofloxacin,1200,400,-1.8506008166646808,Pharmaceutical
sqc,ciprofloxacin,1500,400,2.1328169392083893,Pharmaceutical
sqc,clofibric-acid,300,1200,-0.6711151351320801,Pharmaceutical
sqc,clofibric-acid,600,400,-1.7025211248104988,Pharmaceutical
sqc,clofibric-acid,900,400,0.7112067170736118,Pharmaceutical
sqc,clofibric-acid,1200,400,-1.8844173035507052,Pharmaceutical
sqc,clofibric-acid,1500,400,1.577998139653829,Pharmaceutical
sqc,diclofenac,300,1200,-3.021320190448048,Pharmaceutical
sqc,diclofenac,600,400,-2.092775557995342,Pharmaceutical
sqc,diclofenac,900,400,-3.3839140047601117,Pharmaceutical
sqc,diclofenac,1200,400,3.2114492938674037,Pharmaceutical
sqc,diclofenac,1500,400,-0.3462346416534103,Pharmaceutical
sqc,estrone,300,1200,-0.0714858822335813,Pharmaceutical
sqc,estrone,600,400,-2.231153952845645,Pharmaceutical
sqc,estrone,900,400,0.358822482292922,Pharmaceutical
sqc,estrone,1200,400,-1.643918012630035,Pharmaceutical
sqc,estrone,1500,400,1.9251552203619229,Pharmaceutical
sqc,gemfibrozil,300,1200,-0.8756330314578449,Pharmaceutical
sqc,gemfibrozil,600,400,-1.9957437640120648,Pharmaceutical
sqc,gemfibrozil,900,400,3.196596143990682,Pharmaceutical
sqc,gemfibrozil,1200,400,2.2461451548505487,Pharmaceutical
sqc,gemfibrozil,1500,400,0.3793106675267772,Pharmaceutical
sqc,ibuprofen,300,1200,-2.167003656779098,Pharmaceutical
sqc,ibuprofen,600,400,0.9644193504906796,Pharmaceutical
sqc,ibuprofen,900,400,0.8350143415461986,Pharmaceutical
sqc,ibuprofen,1200,400,2.779396452902482,Pharmaceutical
sqc,ibuprofen,1500,400,-0.5444523425237442,Pharmaceutical
sqc,ketoprofen,300,1200,1.1900592165059931,Pharmaceutical
sqc,ketoprofen,600,400,-1.513904319344391,Pharmaceutical
sqc,ketoprofen,900,400,3.9017536695366495,Pharmaceutical
sqc,ketoprofen,1200,400,2.233814593167448,Pharmaceutical
sqc,ketoprofen,1500,400,3.568521024621933,Pharmaceutical
sqc,naproxen,300,1200,-0.5824292175561894,Pharmaceutical
sqc,naproxen,600,400,5.685882404855096,Pharmaceutical
sqc,naproxen,900,400,0.2836091935973783,Pharmaceutical
sqc,naproxen,1200,400,-0.4859308066430046,Pharmaceutical
sqc,naproxen,1500,400,3.285539340451635,Pharmaceutical
sqc,oxypurinol,300,1200,-3.4232588503749817,Pharmaceutical
sqc,oxypurinol,600,400,-0.9990390496745007,Pharmaceutical
sqc,oxypurinol,900,400,-4.769950713299156,Pharmaceutical
sqc,oxypurinol,1200,400,-0.2017317540757304,Pharmaceutical
sqc,oxypurinol,1500,400,4.522235063111033,Pharmaceutical
sqc,sulfadiazine,300,1200,0.2405934173490003,Pharmaceutical
sqc,sulfadiazine,1200,400,2.231932064672197,Pharmaceutical
sqc,sulfadiazine,1500,400,7.674227831771693,Pharmaceutical
sqc,sulfamethazine,300,1200,-0.1624559344179417,Pharmaceutical
sqc,sulfamethazine,600,400,3.1243635253590973,Pharmaceutical
sqc,sulfamethazine,900,400,0.3103285481155389,Pharmaceutical
sqc,sulfamethazine,1200,400,1.459775349881216,Pharmaceutical
sqc,sulfamethazine,1500,400,1.0096000345906333,Pharmaceutical
sqc,sulfamethoxazole,300,1200,-0.1714795210522481,Pharmaceutical
sqc,sulfamethoxazole,600,400,-0.2013175977625536,Pharmaceutical
sqc,sulfamethoxazole,900,400,0.6012921531798732,Pharmaceutical
sqc,sulfamethoxazole,1200,400,1.041584193781237,Pharmaceutical
sqc,sulfamethoxazole,1500,400,-3.1472864474582174,Pharmaceutical
sqc,triclosan,300,1200,0.005860938670974,Pharmaceutical
sqc,triclosan,600,400,-1.5868083729602134,Pharmaceutical
sqc,triclosan,900,400,-1.7231787375297287,Pharmaceutical
sqc,triclosan,1200,400,-1.6257767129331064,Pharmaceutical
sqc,triclosan,1500,400,3.133713416906893,Pharmaceutical
sqc,trimethoprim,300,1200,1.2706690869021884,Pharmaceutical
sqc,trimethoprim,600,400,1.0478592887653946,Pharmaceutical
sqc,trimethoprim,900,400,0.5903734877790363,Pharmaceutical
sqc,trimethoprim,1200,400,0.5302643527453021,Pharmaceutical
sqc,trimethoprim,1500,400,-0.0326116686890216,Pharmaceutical
csq,CBC,300,1200,4.606999046268307,Cannabinoid
csq,CBC,600,400,3.1506938240353293,Cannabinoid
csq,CBC,900,400,-1.3354406175098532,Cannabinoid
csq,CBC,1200,400,-2.701353096399753,Cannabinoid
csq,CBC,1500,400,1.2377373883283127,Cannabinoid
csq,CBCA,300,1200,-1.0551885997611097,Cannabinoid
csq,CBCA,600,400,-0.5864139028319002,Cannabinoid
csq,CBCA,900,400,-1.2094178845998904,Cannabinoid
csq,CBCA,1200,400,-1.7059410516588969,Cannabinoid
csq,CBCA,1500,400,1.6505884386274443,Cannabinoid
csq,CBD,300,1200,1.3998544676328066,Cannabinoid
csq,CBD,600,400,0.983345037114141,Cannabinoid
csq,CBD,900,400,-1.1783749896212363,Cannabinoid
csq,CBD,1200,400,-2.023856189512543,Cannabinoid
csq,CBD,1500,400,2.3098750196466185,Cannabinoid
csq,CBDA,300,1200,1.2021952501611253,Cannabinoid
csq,CBDA,600,400,-6.765154819069807,Cannabinoid
csq,CBDA,900,400,-6.572553328328009,Cannabinoid
csq,CBDA,1200,400,1.3349197847110652,Cannabinoid
csq,CBDA,1500,400,0.2893822808686543,Cannabinoid
csq,CBDV,300,1200,-0.2898654634956088,Cannabinoid
csq,CBDV,600,400,1.4296988194430895,Cannabinoid
csq,CBDV,900,400,-2.708531805067331,Cannabinoid
csq,CBDV,1200,400,-0.5655617620846911,Cannabinoid
csq,CBDV,1500,400,-3.874111876035133,Cannabinoid
csq,CBDVA,1200,400,-2.415271515265907,Cannabinoid
csq,CBG,300,1200,-0.1069903697295586,Cannabinoid
csq,CBG,600,400,2.282258326545012,Cannabinoid
csq,CBG,900,400,-7.381795854596621,Cannabinoid
csq,CBG,1200,400,13.030579897631451,Cannabinoid
csq,CBG,1500,400,-7.53363432826999,Cannabinoid
csq,CBGA,300,1200,0.0478413242790551,Cannabinoid
csq,CBGA,600,400,0.3113451135272314,Cannabinoid
csq,CBGA,900,400,1.181424685784961,Cannabinoid
csq,CBGA,1200,400,-7.033615933590887,Cannabinoid
csq,CBGA,1500,400,2.4674426551054296,Cannabinoid
csq,CBL,600,400,-12.57796984554694,Cannabinoid
csq,CBL,900,400,2.956347856783765,Cannabinoid
csq,CBLA,300,1200,6.927529177402057,Cannabinoid
csq,CBLA,600,400,0.1960025923616157,Cannabinoid
csq,CBLA,900,400,-3.0406788586846325,Cannabinoid
csq,CBLA,1200,400,0.6531244376919396,Cannabinoid
csq,CBLA,1500,400,0.8427013329552899,Cannabinoid
csq,CBN,300,1200,-2.950405341741739,Cannabinoid
csq,CBN,600,400,-0.7347571485998046,Cannabinoid
csq,CBN,900,400,1.8307464160292248,Cannabinoid
csq,CBN,1200,400,2.899363719184837,Cannabinoid
csq,CBN,1500,400,-0.1113829362898108,Cannabinoid
csq,CBNA,300,1200,0.3964542271119455,Cannabinoid
csq,CBNA,600,400,0.4261417014941244,Cannabinoid
csq,CBNA,900,400,-0.3017191177230813,Cannabinoid
csq,CBNA,1200,400,2.437723805152036,Cannabinoid
csq,CBNA,1500,400,-1.039745590771819,Cannabinoid
csq,THCA,300,1200,-4.843839956898108,Cannabinoid
csq,THCA,600,400,2.050606919673271,Cannabinoid
csq,THCA,900,400,2.3015981692676317,Cannabinoid
csq,THCA,1200,400,0.7308163890952848,Cannabinoid
csq,THCA,1500,400,4.689391043774123,Cannabinoid
csq,THCV,300,1200,0.4552832425349216,Cannabinoid
csq,THCV,600,400,0.8632146184463707,Cannabinoid
csq,THCV,900,400,-0.688948955144113,Cannabinoid
csq,THCV,1200,400,1.2961334224948544,Cannabinoid
csq,THCV,1500,400,0.0782441594880083,Cannabinoid
csq,THCVA,300,1200,-1.878073182538138,Cannabinoid
csq,THCVA,600,400,-1.0975643161684303,Cannabinoid
csq,THCVA,900,400,-7.688114616965208,Cannabinoid
csq,THCVA,1200,400,-4.272850237684224,Cannabinoid
csq,THCVA,1500,400,4.87288109648193,Cannabinoid
csq,d8-THC,300,1200,-4.883730735854364,Cannabinoid
csq,d8-THC,600,400,0.3555217822727599,Cannabinoid
csq,d8-THC,900,400,-5.001897049727166,Cannabinoid
csq,d8-THC,1200,400,-5.859131502531653,Cannabinoid
csq,d8-THC,1500,400,5.002813213610551,Cannabinoid
csq,d9-THC,300,1200,1.0499488954885765,Cannabinoid
csq,d9-THC,600,400,-4.46669419722291,Cannabinoid
csq,d9-THC,900,400,-2.931216101275904,Cannabinoid
csq,d9-THC,1200,400,1.232165103970971,Cannabinoid
csq,d9-THC,1500,400,-1.612253883181609,Cannabinoid
scu,CBCA,300,1200,-3.5536302241810205,Cannabinoid
scu,CBCA,600,400,3.557872188377466,Cannabinoid
scu,CBCA,900,400,-3.106008872512607,Cannabinoid
scu,CBCA,1200,400,2.5297982741121032,Cannabinoid
scu,CBCA,1500,400,1.2414083189261405,Cannabinoid
scu,CBD,300,1200,0.1492970602154741,Cannabinoid
scu,CBD,600,400,-3.2619073327327435,Cannabinoid
scu,CBD,900,400,-0.1889180100510294,Cannabinoid
scu,CBD,1200,400,-1.5650337933723186,Cannabinoid
scu,CBD,1500,400,2.1746027967528327,Cannabinoid
scu,CBDA,300,1200,0.2807603004546024,Cannabinoid
scu,CBDA,600,400,11.279690340607452,Cannabinoid
scu,CBDA,900,400,-12.017999193012518,Cannabinoid
scu,CBDA,1200,400,2.397908327431182,Cannabinoid
scu,CBDA,1500,400,-0.6202931407533789,Cannabinoid
scu,CBDV,300,1200,-1.521685437074808,Cannabinoid
scu,CBDV,600,400,0.1156123502506396,Cannabinoid
scu,CBDV,900,400,0.958006203449692,Cannabinoid
scu,CBDV,1200,400,4.744367150985248,Cannabinoid
scu,CBDV,1500,400,-8.637423538801102,Cannabinoid
scu,CBDVA,300,1200,0.3993282205119648,Cannabinoid
scu,CBDVA,600,400,-4.364021092853861,Cannabinoid
scu,CBDVA,900,400,-5.374694168648976,Cannabinoid
scu,CBDVA,1200,400,0.3976402199733542,Cannabinoid
scu,CBDVA,1500,400,-4.861667501845837,Cannabinoid
scu,CBG,300,1200,3.3045215028322232,Cannabinoid
scu,CBG,600,400,-1.5042406729760458,Cannabinoid
scu,CBG,900,400,-0.0626128978560736,Cannabinoid
scu,CBG,1200,400,-7.156287765573843,Cannabinoid
scu,CBG,1500,400,2.9031162259040397,Cannabinoid
scu,CBGA,300,1200,-0.1041728521223461,Cannabinoid
scu,CBGA,600,400,-1.2761786203310876,Cannabinoid
scu,CBGA,900,400,-7.306927696150172,Cannabinoid
scu,CBGA,1200,400,3.9826961199106528,Cannabinoid
scu,CBGA,1500,400,3.694487281632103,Cannabinoid
scu,CBL,300,1200,0.4280681556178791,Cannabinoid
scu,CBL,600,400,0.3080946143068814,Cannabinoid
scu,CBL,900,400,-3.516544412703375,Cannabinoid
scu,CBL,1200,400,1.715221917106934,Cannabinoid
scu,CBL,1500,400,0.9982483876480082,Cannabinoid
scu,CBLA,300,1200,0.2100274296476385,Cannabinoid
scu,CBLA,600,400,0.7128758923836216,Cannabinoid
scu,CBLA,900,400,2.492492834420588,Cannabinoid
scu,CBLA,1200,400,-1.710270867148033,Cannabinoid
scu,CBLA,1500,400,0.2133030292322288,Cannabinoid
scu,CBN,300,1200,-0.5269134520679977,Cannabinoid
scu,CBN,600,400,-0.8931154460494533,Cannabinoid
scu,CBN,900,400,-0.4916850687570253,Cannabinoid
scu,CBN,1200,400,2.642480155027247,Cannabinoid
scu,CBN,1500,400,0.2506586697949089,Cannabinoid
scu,CBNA,300,1200,2.8858785399262032,Cannabinoid
scu,CBNA,600,400,1.6207880124099887,Cannabinoid
scu,CBNA,900,400,0.9995975331088331,Cannabinoid
scu,CBNA,1200,400,-3.0184524719696637,Cannabinoid
scu,CBNA,1500,400,3.3816424204229243,Cannabinoid
scu,THCA,300,1200,-1.7413263123266385,Cannabinoid
scu,THCA,600,400,0.8303456708009378,Cannabinoid
scu,THCA,900,400,-2.7593600745460165,Cannabinoid
scu,THCA,1200,400,-1.3544039546261717,Cannabinoid
scu,THCA,1500,400,-0.4195214762252028,Cannabinoid
scu,THCV,300,1200,0.3242592590088975,Cannabinoid
scu,THCV,600,400,-4.166041845568664,Cannabinoid
scu,THCV,900,400,2.8188668004455657,Cannabinoid
scu,THCV,1200,400,-0.4688311727576675,Cannabinoid
scu,THCV,1500,400,3.994097967474747,Cannabinoid
scu,THCVA,300,1200,0.4167667095107497,Cannabinoid
scu,THCVA,600,400,-0.393410805941194,Cannabinoid
scu,THCVA,900,400,-1.9322272523655533,Cannabinoid
scu,THCVA,1200,400,1.712636577949219,Cannabinoid
scu,THCVA,1500,400,-0.8577239102460616,Cannabinoid
scu,d8-THC,300,1200,-0.438629140534001,Cannabinoid
scu,d8-THC,600,400,-1.034010154100404,Cannabinoid
scu,d8-THC,900,400,-0.3476402630140356,Cannabinoid
scu,d8-THC,1200,400,-2.0737620201505464,Cannabinoid
scu,d8-THC,1500,400,-0.4857362786863639,Cannabinoid
scu,d9-THC,300,1200,1.1050630547922111,Cannabinoid
scu,d9-THC,600,400,-0.8467173936238765,Cannabinoid
scu,d9-THC,900,400,-0.4889491272711694,Cannabinoid
scu,d9-THC,1200,400,4.170095556944126,Cannabinoid
scu,d9-THC,1500,400,-0.2771332955922752,Cannabinoid
shp,CBC,300,1200,-0.9585458616197542,Cannabinoid
shp,CBC,600,400,3.5893606150978528,Cannabinoid
shp,CBC,900,400,-1.2034941948578035,Cannabinoid
shp,CBC,1200,400,-0.2192141687030258,Cannabinoid
shp,CBC,1500,400,3.506899591634962,Cannabinoid
shp,CBCA,300,1200,1.530163090474737,Cannabinoid
shp,CBCA,600,400,2.288112990258689,Cannabinoid
shp,CBCA,900,400,-7.099234601768149,Cannabinoid
shp,CBCA,1200,400,-0.5986817135865721,Cannabinoid
shp,CBCA,1500,400,-1.5286821680213762,Cannabinoid
shp,CBD,300,1200,-0.2673127719384993,Cannabinoid
shp,CBD,600,400,2.6451847210132198,Cannabinoid
shp,CBD,900,400,0.3650536516485765,Cannabinoid
shp,CBD,1200,400,1.694934535072381,Cannabinoid
shp,CBD,1500,400,0.2799257128352579,Cannabinoid
shp,CBDA,300,1200,1.1734929658334252,Cannabinoid
shp,CBDA,600,400,-0.0519201360544343,Cannabinoid
shp,CBDA,900,400,-1.7257264261232592,Cannabinoid
shp,CBDA,1200,400,2.051516808456679,Cannabinoid
shp,CBDA,1500,400,0.5738009619351452,Cannabinoid
shp,CBDV,300,1200,-1.832101836554365,Cannabinoid
shp,CBDV,600,400,0.0448543791151117,Cannabinoid
shp,CBDV,900,400,0.7977151767406383,Cannabinoid
shp,CBDV,1200,400,-1.6815246570491524,Cannabinoid
shp,CBDV,1500,400,-0.6792978590113989,Cannabinoid
shp,CBDVA,300,1200,-0.906286870451872,Cannabinoid
shp,CBDVA,600,400,-2.787598002081729,Cannabinoid
shp,CBDVA,900,400,0.8861124400029041,Cannabinoid
shp,CBDVA,1200,400,-2.678618427228642,Cannabinoid
shp,CBDVA,1500,400,1.4336019285617567,Cannabinoid
shp,CBG,300,1200,-5.56145354598408,Cannabinoid
shp,CBG,600,400,0.0022402089086241,Cannabinoid
shp,CBG,900,400,0.987599551546218,Cannabinoid
shp,CBG,1200,400,0.5746920254186278,Cannabinoid
shp,CBG,1500,400,2.030470139752836,Cannabinoid
shp,CBGA,300,1200,0.5966109322346611,Cannabinoid
shp,CBGA,600,400,2.518867058618312,Cannabinoid
shp,CBGA,900,400,1.7209887294922623,Cannabinoid
shp,CBGA,1200,400,-1.962636362781481,Cannabinoid
shp,CBGA,1500,400,-1.4159438112777565,Cannabinoid
shp,CBL,300,1200,0.6719308975584966,Cannabinoid
shp,CBL,600,400,1.2741956902362013,Cannabinoid
shp,CBL,900,400,-0.2877319310012538,Cannabinoid
shp,CBL,1200,400,0.3104603251437368,Cannabinoid
shp,CBL,1500,400,2.3923736937093736,Cannabinoid
shp,CBLA,300,1200,-0.4518382154292837,Cannabinoid
shp,CBLA,600,400,-1.0130513368675906,Cannabinoid
shp,CBLA,900,400,-1.7757201079826004,Cannabinoid
shp,CBLA,1200,400,1.4275025362342966,Cannabinoid
shp,CBLA,1500,400,-0.5239076815327763,Cannabinoid
shp,CBN,300,1200,0.1138490486549699,Cannabinoid
shp,CBN,600,400,-1.3387915182585104,Cannabinoid
shp,CBN,900,400,-6.445595606234711,Cannabinoid
shp,CBN,1200,400,0.9942260517724364,Cannabinoid
shp,CBN,1500,400,-1.521020277012191,Cannabinoid
shp,CBNA,300,1200,-2.219482276232192,Cannabinoid
shp,CBNA,900,400,1.0300944947817785,Cannabinoid
shp,CBNA,1200,400,3.550806431366801,Cannabinoid
shp,CBNA,1500,400,2.451265460203466,Cannabinoid
shp,THCA,300,1200,1.392512606579828,Cannabinoid
shp,THCA,600,400,2.2803004969213703,Cannabinoid
shp,THCA,900,400,-1.3144253243059012,Cannabinoid
shp,THCA,1200,400,-5.338417844462107,Cannabinoid
shp,THCA,1500,400,-1.0127313069827366,Cannabinoid
shp,THCV,300,1200,0.2431599312424666,Cannabinoid
shp,THCV,600,400,-3.928924830825199,Cannabinoid
shp,THCV,900,400,2.9928124337916278,Cannabinoid
shp,THCV,1200,400,-2.1362431410140914,Cannabinoid
shp,THCV,1500,400,0.3165785427711221,Cannabinoid
shp,THCVA,300,1200,0.7152227779205376,Cannabinoid
shp,THCVA,600,400,2.767655750189256,Cannabinoid
shp,THCVA,900,400,-6.769020277659948,Cannabinoid
shp,THCVA,1200,400,-6.56925890340781,Cannabinoid
shp,THCVA,1500,400,-2.097757983454148,Cannabinoid
shp,d8-THC,300,1200,-1.22064402954296,Cannabinoid
shp,d8-THC,600,400,-0.8019069402442796,Cannabinoid
shp,d8-THC,900,400,1.8176879433193955,Cannabinoid
shp,d8-THC,1200,400,-1.3038706146324373,Cannabinoid
shp,d8-THC,1500,400,-7.628708292629632,Cannabinoid
shp,d9-THC,300,1200,-0.1788841331763535,Cannabinoid
shp,d9-THC,600,400,0.3018759951511853,Cannabinoid
shp,d9-THC,900,400,4.878641633838619,Cannabinoid
shp,d9-THC,1200,400,1.65662507995512,Cannabinoid
shp,d9-THC,1500,400,1.8834321137102488,Cannabinoid
